Gene,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
N900_RS01325,argH,0.16767774833333335,-1.637,6.1234,24h_SI1,24h,SI1,3h_SI1,3h,SI1,7.760400000000001
N900_RS01330,N900_RS01330,0.6613357058333332,-1.4016,3.192,12h_SI8,12h,SI8,1h_co,1h,co,4.5936
N900_RS01335,lpd,1.1815606333333335,-0.11837,4.3782,1h_SI5,1h,SI5,6h_SI2,6h,SI2,4.496569999999999
N900_RS01340,glutathione peroxidase,1.0858882633333335,-0.40625,4.3226,6h_st,6h,st,3h_SI5,3h,SI5,4.72885
N900_RS01345,oxyR,1.9078638333333335,0.25175,4.7487,3h_SI1,3h,SI1,3h_SI2,3h,SI2,4.49695
N900_RS01355,pilM,1.5490316016666668,-0.097333,4.7508,6h_ce,6h,ce,3h_st,3h,st,4.848133
N900_RS01360,pilus assembly protein PilN,1.1552278166666663,-0.41744,3.5303,1h_st,1h,st,6h_SI2,6h,SI2,3.94774
N900_RS01370,PilP,1.2034335666666667,-0.52898,5.2909,6h_SI2,6h,SI2,3h_SI5,3h,SI5,5.8198799999999995
N900_RS01375,fimbrial assembly protein,0.6893013833333335,-0.6847,3.9846,24h_st,24h,st,6h_SI3,6h,SI3,4.6693
N900_RS01380,aroK,-0.6449199316666665,-3.2323,1.9277,12h_SI7,12h,SI7,1h_co,1h,co,5.16
N900_RS01385,aroB,-0.1931404333333333,-1.8431,3.6411,24h_SI8,24h,SI8,3h_SI2,3h,SI2,5.4841999999999995
N900_RS01390,damX_1,0.6265573398333334,-0.64991,3.6435,6h_SI5,6h,SI5,1h_SI1,1h,SI1,4.29341
N900_RS01400,ribulose-phosphate 3-epimerase,-0.11540333333333334,-2.2683,1.8892,12h_SI7,12h,SI7,6h_st,6h,st,4.1575
N900_RS01405,gph,0.8096558,-0.85937,3.4672,12h_st,12h,st,6h_SI1,6h,SI1,4.32657
N900_RS01415,ABC transporter substrate-binding protein_8,0.6515329,-0.98091,3.2782,3h_SI1,3h,SI1,6h_ce,6h,ce,4.25911
N900_RS01420,xds_1,1.4499489833333332,-0.095118,4.6483,12h_st,12h,st,3h_SI1,3h,SI1,4.743418
N900_RS01425,rimO,-0.1429793083333334,-1.6929,2.9461,6h_SI2,6h,SI2,6h_SI1,6h,SI1,4.639
N900_RS01430,trpG_1,0.8003583166666667,-0.49309,3.3509,6h_st,6h,st,3h_SI3,3h,SI3,3.8439900000000002
N900_RS01435,aruC,0.4680254133333333,-1.8054,3.8989,6h_SI3,6h,SI3,3h_SI1,3h,SI1,5.7043
N900_RS01440,astA,1.3540975966666668,-0.0155,3.6926,1h_SI8,1h,SI8,3h_st,3h,st,3.7081
N900_RS01445,astD,0.6391946166666665,-0.90441,3.2763,3h_SI8,3h,SI8,6h_ce,6h,ce,4.18071
N900_RS01450,N900_RS01450,0.2730950993333333,-1.0232,3.4661,6h_ce,6h,ce,24h_SI1,24h,SI1,4.4893
N900_RS01455,crp,2.0031703333333333,-0.060826,4.0342,12h_SI7,12h,SI7,12h_st,12h,st,4.095026
N900_RS01460,cfxP,0.4226522921666666,-0.85141,4.3948,12h_co,12h,co,3h_SI5,3h,SI5,5.24621
N900_RS01465,VC_2612_BLAST,1.404655783333333,-0.44854,5.4891,1h_ce,1h,ce,1h_st,1h,st,5.93764
N900_RS01470,hydrolase,-0.142223,-1.5155,2.7689,24h_st,24h,st,3h_SI3,3h,SI3,4.2844
N900_RS01475,N900_RS01475,0.205147665,-1.6491,3.5838,3h_SI8,3h,SI8,1h_st,1h,st,5.2329
N900_RS01480,yheS,1.0682956833333335,-0.69079,4.6208,6h_SI7,6h,SI7,12h_SI2,12h,SI2,5.31159
N900_RS01485,kefG,1.690265,-0.37017,4.6892,1h_ce,1h,ce,6h_SI4,6h,SI4,5.0593699999999995
N900_RS01490,kefB,0.38382953966666666,-1.0072,3.742,3h_SI2,3h,SI2,1h_ce,1h,ce,4.7492
N900_RS01495,metal-binding protein,0.9276407550000001,-2.0213,4.1724,6h_SI6,6h,SI6,12h_SI2,12h,SI2,6.1937
N900_RS01500,slyD,1.5740337166666665,-0.57385,5.563,1h_SI2,1h,SI2,1h_st,1h,st,6.13685
N900_RS01505,iaaA,0.9606517411666666,-0.39422,4.0355,3h_SI9,3h,SI9,3h_st,3h,st,4.42972
N900_RS01515,motX_BLAST,-1.1445433166666668,-3.4328,2.4798,24h_SI1,24h,SI1,3h_SI7,3h,SI7,5.912599999999999
N900_RS01520,N900_RS01520,1.2998625183333332,-0.084017,3.9514,3h_st,3h,st,12h_SI1,12h,SI1,4.035417
N900_RS01525,rnr,1.1761258999999997,-0.88717,5.649,1h_SI7,1h,SI7,3h_SI5,3h,SI5,6.53617
N900_RS01530,rlmB,0.39274771666666664,-2.1073,5.1136,24h_st,24h,st,3h_SI3,3h,SI3,7.2209
N900_RS01675,N900_RS01675,0.5745979616666667,-1.1414,4.2335,6h_SI1,6h,SI1,6h_st,6h,st,5.3749
N900_RS01680,fklB,0.3204985916666666,-1.7713,3.0453,6h_SI1,6h,SI1,3h_SI3,3h,SI3,4.8166
N900_RS01685,LysM,0.5728361166666667,-1.5682,3.3574,6h_SI1,6h,SI1,3h_SI3,3h,SI3,4.9256
N900_RS01690,eamA_6,0.1730033466666667,-1.6463,2.727,6h_SI2,6h,SI2,3h_SI3,3h,SI3,4.3733
N900_RS01695,elaA,1.659048833333333,-0.22072,4.8627,3h_SI2,3h,SI2,6h_ce,6h,ce,5.08342
N900_RS01700,dbpA,0.3822100499999999,-1.1716,3.6947,6h_st,6h,st,6h_ce,6h,ce,4.8663
N900_RS01705,Crp/Fnr family transcriptional regulator_1,-0.24528708300000002,-1.8673,2.8387,12h_SI1,12h,SI1,3h_SI2,3h,SI2,4.7059999999999995
N900_RS01710,cpdB,0.8495862500000001,-0.86833,4.8285,6h_SI3,6h,SI3,12h_SI1,12h,SI1,5.69683
N900_RS01715,cobA,0.93742956,-1.1059,4.125,3h_ce,3h,ce,6h_SI3,6h,SI3,5.2309
N900_RS01720,cysD,0.9076814383333335,-0.74315,4.4163,6h_SI1,6h,SI1,6h_st,6h,st,5.15945
N900_RS01725,cysN,1.5308276666666667,-0.024636,4.246,3h_SI4,3h,SI4,6h_SI1,6h,SI1,4.2706360000000005
N900_RS01730,cysC,0.18312529499999994,-1.9734,3.2996,6h_SI3,6h,SI3,3h_SI2,3h,SI2,5.273
N900_RS01735,N900_RS01735,1.3290745333333334,-0.40895,5.3761,1h_co,1h,co,12h_SI1,12h,SI1,5.78505
N900_RS01740,N900_RS01740,-0.12270337666666667,-1.6046,2.5168,12h_SI2,12h,SI2,24h_SI2,24h,SI2,4.1213999999999995
N900_RS01745,ABC transporter permease_2,1.6455948333333337,-0.26204,5.1766,12h_SI3,12h,SI3,3h_SI1,3h,SI1,5.4386399999999995
N900_RS01750,yknY_1,1.3082669249999996,-0.3633,4.4329,12h_SI2,12h,SI2,6h_SI2,6h,SI2,4.7962
N900_RS01755,N900_RS01755,1.1477850333333335,-1.2466,5.2535,3h_SI6,3h,SI6,6h_SI2,6h,SI2,6.5001
N900_RS01760,N900_RS01760,1.2136865099999998,-1.0402,4.1842,6h_SI2,6h,SI2,3h_SI3,3h,SI3,5.224399999999999
N900_RS01765,ytfj,0.5881292899999998,-0.62353,3.5889,3h_co,3h,co,6h_ce,6h,ce,4.21243
N900_RS01770,msrA,0.9963558616666666,-0.73513,4.4062,12h_SI1,12h,SI1,3h_st,3h,st,5.14133
N900_RS01775,outer membrane protein assembly factor,-0.16344024166666665,-1.7044,3.2661,6h_SI2,6h,SI2,6h_SI4,6h,SI4,4.9704999999999995
N900_RS01780,tamb,0.0008717000000000086,-1.6244,2.611,6h_SI2,6h,SI2,3h_SI3,3h,SI3,4.2354
N900_RS01785,ytfP,1.279173,-0.61645,4.9111,12h_st,12h,st,3h_SI1,3h,SI1,5.527550000000001
N900_RS01795,fbp,0.7153675499999999,-1.0405,4.9842,1h_SI3,1h,SI3,6h_st,6h,st,6.0247
N900_RS01800,N900_RS01800,1.1475936666666666,-1.102,5.005,6h_ce,6h,ce,12h_SI2,12h,SI2,6.107
N900_RS01805,mpl,0.5697061999999999,-0.79351,3.3147,12h_SI8,12h,SI8,12h_SI1,12h,SI1,4.108210000000001
N900_RS01815,thiB,0.2382867166666666,-1.4292,4.6277,3h_SI4,3h,SI4,3h_st,3h,st,6.0569
N900_RS01820,thiP,0.40782968666666675,-1.1774,3.6386,3h_ce,3h,ce,12h_SI2,12h,SI2,4.816
N900_RS01825,thiQ,0.07086765,-1.6095,4.3423,6h_SI6,6h,SI6,6h_st,6h,st,5.9517999999999995
N900_RS01830,darP,1.1473737,-1.5726,7.2863,6h_SI6,6h,SI6,12h_SI3,12h,SI3,8.8589
N900_RS01835,pmbA,1.4174213883333335,-0.17424,5.1283,3h_SI4,3h,SI4,6h_ce,6h,ce,5.3025400000000005
N900_RS01840,mgtE_1,2.059952,0.52181,5.6155,3h_SI5,3h,SI5,6h_st,6h,st,5.09369
N900_RS01845,ptsO,1.2661607356666666,-0.36098,5.179,1h_SI5,1h,SI5,1h_st,1h,st,5.53998
N900_RS01850,rapZ,1.0061030050000002,-0.9278,5.1428,3h_ce,3h,ce,3h_SI1,3h,SI1,6.070600000000001
N900_RS01855,ptsN,1.7225652000000002,-0.22748,6.7157,1h_SI9,1h,SI9,3h_SI3,3h,SI3,6.94318
N900_RS01860,hpf,0.93839135,-1.1183,4.0473,3h_SI9,3h,SI9,3h_SI5,3h,SI5,5.1655999999999995
N900_RS01865,rpoN,-1.1769380166666665,-4.423,2.6889,12h_SI8,12h,SI8,1h_co,1h,co,7.1119
N900_RS01885,kdsC,-0.13604569999999996,-1.6525,4.1551,3h_ce,3h,ce,6h_st,6h,st,5.8076
N900_RS01895,calcium/sodium antiporter,0.15401554966666667,-2.1356,3.1319,6h_SI1,6h,SI1,3h_SI1,3h,SI1,5.2675
N900_RS01900,N900_RS01900,0.24226955000000003,-1.1003,4.18,6h_SI3,6h,SI3,3h_SI1,3h,SI1,5.2802999999999995
N900_RS01905,mlaF,1.3809361333333332,-0.067528,4.254,1h_SI5,1h,SI5,12h_SI2,12h,SI2,4.321528
N900_RS01910,mlaE,1.182384416666667,-2.5822,5.7088,1h_SI4,1h,SI4,12h_SI3,12h,SI3,8.291
N900_RS01915,mlaD,1.4501510999999998,-0.70372,4.4196,1h_SI2,1h,SI2,6h_SI2,6h,SI2,5.12332
N900_RS01920,mlaC,1.1013689166666665,-1.3332,4.6713,1h_SI2,1h,SI2,6h_SI1,6h,SI1,6.004499999999999
N900_RS01925,"anti-sigma B factor antagonist, putative",1.1570719833333334,-1.6651,4.988,1h_SI2,1h,SI2,6h_ce,6h,ce,6.6531
N900_RS01930,ibaG,0.7019225083333331,-1.4005,5.089,6h_co,6h,co,3h_st,3h,st,6.4895000000000005
N900_RS01945,rida,-0.6163273966666666,-3.6314,5.0076,6h_SI8,6h,SI8,6h_SI2,6h,SI2,8.639
N900_RS01950,pyrI,0.9971440000000001,-0.33488,4.0198,6h_st,6h,st,3h_st,3h,st,4.35468
N900_RS01955,pyrB,-0.5303257166666667,-4.1342,3.7091,6h_SI6,6h,SI6,3h_SI1,3h,SI1,7.843299999999999
N900_RS01965,argF,1.4433390599999996,-0.0035264,5.0082,1h_st,1h,st,3h_SI3,3h,SI3,5.011726400000001
N900_RS01970,N900_RS01970,1.5914936666666664,-0.40281,5.4728,1h_SI9,1h,SI9,3h_st,3h,st,5.87561
N900_RS01975,N900_RS01975,0.07140453333333331,-1.5426,3.1839,3h_SI1,3h,SI1,3h_SI4,3h,SI4,4.7265
N900_RS01980,rapA,0.9701186666666667,-0.61556,3.9615,3h_SI2,3h,SI2,6h_ce,6h,ce,4.57706
N900_RS01985,rluA,0.5240912666666666,-0.98107,2.7112,1h_SI1,1h,SI1,12h_SI3,12h,SI3,3.6922699999999997
N900_RS01990,hepA,1.3025929333333333,-1.8449,6.2601,3h_ce,3h,ce,3h_SI1,3h,SI1,8.105
N900_RS02000,holC,0.77103405,-0.4281,3.3177,3h_SI3,3h,SI3,12h_st,12h,st,3.7458
N900_RS02005,pepA,1.0331118333333333,-1.9676,5.7432,6h_SI7,6h,SI7,1h_st,1h,st,7.7108
N900_RS02020,N900_RS02020,1.17617945,-0.30998,4.3353,3h_SI4,3h,SI4,6h_SI2,6h,SI2,4.6452800000000005
N900_RS02030,rpfG,1.3049666566666667,-0.52498,4.4573,1h_ce,1h,ce,6h_SI4,6h,SI4,4.98228
N900_RS02070,N900_RS02070,1.0682124419999999,-0.51769,3.7781,6h_SI4,6h,SI4,1h_st,1h,st,4.29579
N900_RS02075,leuD,1.0574804166666667,-0.48628,3.7999,1h_SI5,1h,SI5,6h_SI5,6h,SI5,4.28618
N900_RS02080,leuC,0.9608779999999998,-0.39978,3.8986,1h_st,1h,st,3h_SI4,3h,SI4,4.29838
N900_RS02085,leuB,1.316181833333333,-0.26138,4.3857,6h_SI4,6h,SI4,3h_SI2,3h,SI2,4.64708
N900_RS02090,leuA,0.6835052833333334,-0.87103,3.4224,6h_st,6h,st,3h_SI5,3h,SI5,4.29343
N900_RS02095,tetr_1,1.2472756166666665,-0.41115,3.5567,3h_co,3h,co,3h_SI4,3h,SI4,3.9678500000000003
N900_RS02100,N900_RS02100,0.3486309,-1.8689,3.7086,24h_ce,24h,ce,6h_SI2,6h,SI2,5.577500000000001
N900_RS02105,glycosyl transferase_1,0.8305785083333335,-0.47114,3.4751,3h_co,3h,co,6h_SI4,6h,SI4,3.94624
N900_RS02110,leuO,0.35195379500000007,-1.7637,3.6181,6h_SI5,6h,SI5,3h_SI3,3h,SI3,5.3818
N900_RS02115,long-chain fatty acid--CoA ligase,0.06106000666666668,-1.2326,4.0658,6h_SI7,6h,SI7,3h_SI3,3h,SI3,5.2984
N900_RS02120,ilvI,0.9385266999999998,-0.3811,4.357,3h_st,3h,st,6h_ce,6h,ce,4.7381
N900_RS02125,ilvN,1.3486237000000003,-0.33842,4.3537,3h_ce,3h,ce,3h_st,3h,st,4.69212
N900_RS02130,serA,0.9489495466666665,-0.91198,4.2035,12h_st,12h,st,6h_ce,6h,ce,5.11548
N900_RS02135,rpiA,1.6321321866666667,-0.24819,3.8587,6h_SI9,6h,SI9,12h_st,12h,st,4.10689
N900_RS02140,ygfA,0.8418556666666664,-2.4351,6.0494,1h_SI6,1h,SI6,3h_SI3,3h,SI3,8.4845
N900_RS02145,zapa,-0.41642767,-2.4987,2.9663,3h_SI7,3h,SI7,1h_SI1,1h,SI1,5.465
N900_RS02150,VC0395_A2053_BLAST,1.274627016666667,-0.30823,5.5703,3h_SI5,3h,SI5,3h_st,3h,st,5.87853
N900_RS02175,sdhE,1.0907205833333333,-1.4351,3.9183,1h_SI3,1h,SI3,6h_SI5,6h,SI5,5.3534
N900_RS02180,cptA,1.3921235833333334,-0.46305,4.8488,12h_SI2,12h,SI2,6h_SI4,6h,SI4,5.31185
N900_RS02185,nadB,1.772686051666667,-0.16548,4.8443,1h_SI9,1h,SI9,3h_st,3h,st,5.009779999999999
N900_RS02190,N900_RS02190,1.3307204833333335,-0.3494,5.2305,3h_SI4,3h,SI4,3h_SI5,3h,SI5,5.5799
N900_RS02200,rsea,0.25826033333333337,-1.646,2.4491,12h_SI7,12h,SI7,12h_st,12h,st,4.0951
N900_RS02205,rseB,0.7814803000000001,-1.1255,2.9882,6h_SI9,6h,SI9,12h_st,12h,st,4.1137
N900_RS02215,lepA,-0.7016565666666666,-2.1226,2.7272,24h_SI5,24h,SI5,3h_SI3,3h,SI3,4.8498
N900_RS02225,ribonuclease III,1.9891788333333333,0.07711,4.0351,12h_ce,12h,ce,12h_st,12h,st,3.95799
N900_RS02235,recO,1.6166835666666666,-0.43436,6.617,1h_SI9,1h,SI9,6h_SI2,6h,SI2,7.05136
N900_RS02250,N900_RS02250,0.2341213283333333,-2.4447,5.4044,6h_SI5,6h,SI5,1h_st,1h,st,7.8491
N900_RS02255,N900_RS02255,1.131987,-0.38603,4.1742,3h_st,3h,st,3h_SI1,3h,SI1,4.56023
N900_RS02260,sensor domain-containing diguanylate cyclase_2,1.398483366666667,-0.031391,3.5355,3h_st,3h,st,12h_st,12h,st,3.566891
N900_RS02265,barA,-1.6381796666666668,-3.6656,1.4876,3h_SI9,3h,SI9,1h_co,1h,co,5.1532
N900_RS02270,rlmD,0.8649632833333334,-0.59228,3.1999,3h_SI3,3h,SI3,3h_SI1,3h,SI1,3.79218
N900_RS02275,relA,0.20880867868333333,-1.0902,3.3689,1h_SI5,1h,SI5,3h_SI1,3h,SI1,4.4591
N900_RS02280,mazG,0.8177808166666666,-0.35385,3.8103,24h_SI2,24h,SI2,3h_st,3h,st,4.164149999999999
N900_RS02295,cca,0.0769111333333333,-1.2119,2.8472,12h_st,12h,st,3h_SI3,3h,SI3,4.0591
N900_RS02300,exeA,0.8416620833333333,-0.74753,3.8342,6h_SI2,6h,SI2,3h_SI1,3h,SI1,4.58173
N900_RS02305,gspb,0.6907512066666666,-1.2772,3.5956,6h_SI3,6h,SI3,6h_SI4,6h,SI4,4.8728
N900_RS02310,N900_RS02310,0.4263480783333333,-1.1426,3.1334,12h_st,12h,st,6h_st,6h,st,4.276
N900_RS02315,inorganic phosphate transporter,2.051332566666667,-0.12066,5.3316,3h_co,3h,co,12h_SI2,12h,SI2,5.45226
N900_RS02320,HI_1603_BLAST,0.2724794666666666,-2.5576,4.0097,6h_SI6,6h,SI6,1h_SI1,1h,SI1,6.5672999999999995
N900_RS02325,ygiF,1.1231903333333335,-0.8944,5.5681,6h_SI2,6h,SI2,6h_ce,6h,ce,6.4625
N900_RS02330,methyl-accepting chemotaxis protein_15,1.1127130500000002,-0.20544,4.3661,6h_st,6h,st,3h_SI3,3h,SI3,4.571540000000001
N900_RS02335,glnE,1.601526966666667,-0.82103,5.0347,1h_co,1h,co,3h_st,3h,st,5.85573
N900_RS02340,hldE,-0.5224835666666666,-2.4988,1.6145,6h_SI9,6h,SI9,12h_st,12h,st,4.113300000000001
N900_RS02345,tolC,-1.2986958333333334,-3.2375,2.2155,1h_SI7,1h,SI7,3h_SI6,3h,SI6,5.452999999999999
N900_RS02350,nudF_1,0.7551720666666667,-0.59363,3.3222,24h_SI4,24h,SI4,6h_ce,6h,ce,3.91583
N900_RS02355,N900_RS02355,0.1225420216666667,-1.3757,3.0942,3h_SI8,3h,SI8,3h_SI5,3h,SI5,4.4699
N900_RS02360,cpdA,0.29294455166666666,-3.196,4.8381,12h_SI8,12h,SI8,1h_st,1h,st,8.0341
N900_RS02365,yqiA,0.3039439833333333,-1.2477,4.1867,12h_SI2,12h,SI2,6h_SI2,6h,SI2,5.4344
N900_RS02380,yacG,0.8543945333333334,-0.79763,3.5883,1h_co,1h,co,12h_SI2,12h,SI2,4.38593
N900_RS02385,zapD,0.17415367333333334,-1.664,3.9214,6h_SI1,6h,SI1,12h_SI2,12h,SI2,5.5854
N900_RS02395,pilD,1.9617752166666669,0.019692,4.1337,6h_SI9,6h,SI9,12h_st,12h,st,4.114008
N900_RS02400,pilC,1.3631559500000001,-0.93785,4.2392,1h_SI9,1h,SI9,3h_SI1,3h,SI1,5.17705
N900_RS02405,pilB,-0.24595668333333334,-2.153,3.6697,6h_SI1,6h,SI1,1h_SI1,1h,SI1,5.8227
N900_RS02410,pilA,1.8188041999999998,0.031062,5.9095,12h_st,12h,st,3h_st,3h,st,5.878438
N900_RS02415,nadC_1,1.2608448333333335,-0.45798,4.9102,3h_SI1,3h,SI1,6h_ce,6h,ce,5.36818
N900_RS02420,ampD,-0.5324037999999999,-3.038,4.5367,6h_SI5,6h,SI5,3h_SI3,3h,SI3,7.5747
N900_RS02425,fldB,1.0042336033333334,-0.31231,5.6924,1h_SI6,1h,SI6,6h_st,6h,st,6.00471
N900_RS02430,xerd,-0.6076984966666666,-3.3481,3.3419,6h_co,6h,co,3h_st,3h,st,6.6899999999999995
N900_RS02435,dsbC,-0.19421205166666666,-1.9863,3.1401,12h_SI5,12h,SI5,1h_ce,1h,ce,5.1264
N900_RS02440,recJ,0.5059580100000001,-1.0095,3.1874,3h_st,3h,st,6h_SI3,6h,SI3,4.196899999999999
N900_RS02445,yfkN,0.6687993166666666,-0.86138,3.6533,6h_SI4,6h,SI4,12h_SI1,12h,SI1,4.51468
N900_RS02450,pdhR,0.4178017833333333,-1.0841,3.8038,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.8879
N900_RS02455,aceE,-0.24065086666666666,-2.4529,1.6094,6h_SI9,6h,SI9,6h_st,6h,st,4.0623000000000005
N900_RS02460,aceF,0.6435309666666666,-1.6153,5.8766,6h_SI9,6h,SI9,6h_SI3,6h,SI3,7.491899999999999
N900_RS02470,rsmH,0.054217745000000005,-1.8431,3.9442,6h_SI5,6h,SI5,6h_SI4,6h,SI4,5.7873
N900_RS02555,mutT,0.6222407166666666,-0.90613,2.7548,3h_SI3,3h,SI3,3h_SI4,3h,SI4,3.66093
N900_RS02570,carA,0.2942158166666667,-3.4883,5.916,6h_SI6,6h,SI6,3h_st,3h,st,9.404300000000001
N900_RS02575,carB,0.14906505000000003,-2.9689,4.971,12h_SI8,12h,SI8,3h_SI2,3h,SI2,7.9399
N900_RS02580,nlpE_2,0.3687141833333334,-0.93155,2.7269,6h_ce,6h,ce,3h_SI2,3h,SI2,3.65845
N900_RS02595,Ga0059260_01848_BLAST,0.5530192166666665,-1.4449,6.7286,6h_SI5,6h,SI5,1h_st,1h,st,8.1735
N900_RS02600,RNA-directed DNA polymerase,1.8726369833333332,0.03912,6.6556,1h_SI6,1h,SI6,6h_SI1,6h,SI1,6.61648
N900_RS02605,yfcA_1,1.4045607000000002,-0.1282,6.1528,6h_st,6h,st,3h_SI1,3h,SI1,6.281
N900_RS02610,hdfR_1,1.1057664833333332,-0.48644,4.978,1h_co,1h,co,6h_SI2,6h,SI2,5.46444
N900_RS02615,yadS,0.10923797666666667,-1.8762,2.5,6h_SI2,6h,SI2,6h_SI3,6h,SI3,4.3762
N900_RS02620,btuF,-0.15022628166666666,-1.6914,3.462,6h_SI8,6h,SI8,3h_SI3,3h,SI3,5.1534
N900_RS02625,cbiB,1.1721026666666667,-0.2428,3.8502,1h_st,1h,st,6h_SI2,6h,SI2,4.093
N900_RS02630,mtnN,1.8146683366666667,-0.33269,6.2074,12h_SI7,12h,SI7,1h_SI2,1h,SI2,6.54009
N900_RS02635,N900_RS02635,0.8372748166666667,-0.9009,3.7004,6h_ce,6h,ce,3h_SI5,3h,SI5,4.6013
N900_RS02640,gltD_1,1.1935399499999997,-0.42694,4.0464,1h_SI8,1h,SI8,6h_SI1,6h,SI1,4.47334
N900_RS02645,gltB_2,1.1388506166666665,-0.36769,4.4592,12h_st,12h,st,12h_SI1,12h,SI1,4.82689
N900_RS02650,gltD_2,0.3151318083333334,-1.0825,3.8577,3h_SI1,3h,SI1,6h_ce,6h,ce,4.9402
N900_RS02655,gltB_1,0.940928,-0.34789,3.2615,6h_st,6h,st,1h_SI1,1h,SI1,3.60939
N900_RS02660,yhcC_BLAST,0.3118726166666667,-1.158,4.0047,12h_st,12h,st,6h_st,6h,st,5.162699999999999
N900_RS02665,diguanylate cyclase,0.9164146166666666,-1.1655,4.0246,6h_SI8,6h,SI8,1h_SI1,1h,SI1,5.1901
N900_RS02670,arcB,-0.5207080066666667,-1.9832,1.6841,12h_co,12h,co,1h_SI1,1h,SI1,3.6673
N900_RS02675,arcA_2,0.19630907333333333,-1.9573,2.1482,6h_SI9,6h,SI9,12h_st,12h,st,4.1055
N900_RS02680,N900_RS02680,1.7608081333333336,-0.1482,4.8314,3h_co,3h,co,6h_st,6h,st,4.9796000000000005
N900_RS02685,putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,1.1068469166666666,-0.39907,3.732,6h_st,6h,st,3h_st,3h,st,4.13107
N900_RS02690,N900_RS02690,1.5592867000000001,-0.058638,3.7907,1h_SI8,1h,SI8,3h_st,3h,st,3.8493380000000004
N900_RS02695,thrA,1.3559940116666667,-0.31452,4.1366,1h_st,1h,st,3h_SI1,3h,SI1,4.4511199999999995
N900_RS02700,thrB,0.06258196666666668,-1.6356,2.7957,6h_SI3,6h,SI3,3h_SI4,3h,SI4,4.4313
N900_RS02705,thrC,0.4134463033333333,-1.1138,6.2625,6h_co,6h,co,3h_st,3h,st,7.3763000000000005
N900_RS02715,nfo,0.823547525,-0.70113,3.5072,1h_st,1h,st,6h_SI2,6h,SI2,4.20833
N900_RS02720,ung,1.6408059,-0.52774,4.5896,1h_SI7,1h,SI7,3h_SI4,3h,SI4,5.1173399999999996
N900_RS02725,N900_RS02725,1.4755817000000002,-0.43182,7.1545,1h_SI5,1h,SI5,3h_SI1,3h,SI1,7.58632
N900_RS02730,N900_RS02730,0.6286541333333332,-0.84203,4.2089,24h_st,24h,st,6h_SI1,6h,SI1,5.05093
N900_RS02735,alsT_1,0.5586021333333334,-1.888,3.9361,12h_SI8,12h,SI8,1h_st,1h,st,5.8241
N900_RS02740,yaaA,0.4730250166666667,-1.0024,3.9122,6h_SI4,6h,SI4,1h_SI1,1h,SI1,4.9146
N900_RS02745,TatD family deoxyribonuclease,0.8458097833333333,-0.49396,3.6932,6h_st,6h,st,3h_SI3,3h,SI3,4.18716
N900_RS02750,nupc,0.6908106116666667,-0.73099,3.1445,3h_co,3h,co,3h_SI5,3h,SI5,3.87549
N900_RS02755,N900_RS02755,0.9256157500000001,-0.97954,6.0336,6h_SI8,6h,SI8,6h_SI4,6h,SI4,7.01314
N900_RS02760,deoC,0.89201887,-0.67508,4.2044,1h_SI8,1h,SI8,3h_SI3,3h,SI3,4.87948
N900_RS02765,deoA,1.6459232499999996,-0.26083,5.9522,6h_SI1,6h,SI1,3h_st,3h,st,6.213030000000001
N900_RS02770,deoB,0.3531827133333334,-1.3174,3.3184,6h_SI3,6h,SI3,3h_SI6,3h,SI6,4.6358
N900_RS02775,deoD_1,0.9162402883333332,-0.57302,3.3385,3h_SI3,3h,SI3,1h_SI1,1h,SI1,3.91152
N900_RS02780,SMP protein,-0.08477561666666669,-1.5022,2.9988,6h_SI9,6h,SI9,6h_SI4,6h,SI4,4.501
N900_RS02785,phosphoserine phosphatase,0.4051759,-1.0188,3.6471,6h_co,6h,co,12h_SI2,12h,SI2,4.6659
N900_RS02790,pilz_1,-0.29004536166666667,-2.0458,3.2356,12h_SI3,12h,SI3,3h_SI1,3h,SI1,5.2814
N900_RS02795,radA,1.1993223766666667,-0.6791,3.9582,12h_SI1,12h,SI1,6h_SI2,6h,SI2,4.6373
N900_RS02805,AMP-binding protein,1.1388618,-0.60642,5.6882,12h_SI1,12h,SI1,3h_SI1,3h,SI1,6.29462
N900_RS02810,N900_RS02810,1.37869715,-0.025482,5.2553,1h_SI6,1h,SI6,6h_SI4,6h,SI4,5.280782
N900_RS02815,chrA,0.6252994216666666,-0.44421,3.1433,24h_SI8,24h,SI8,6h_SI2,6h,SI2,3.58751
N900_RS02820,lacZ,1.251741088333333,-0.51654,4.2433,3h_SI2,3h,SI2,3h_SI1,3h,SI1,4.75984
N900_RS02825,galR,1.2336510483333334,-1.1315,4.6091,1h_SI1,1h,SI1,3h_SI2,3h,SI2,5.7406
N900_RS02830,ygjH,1.618199233333333,-0.16826,5.5369,3h_SI5,3h,SI5,12h_SI2,12h,SI2,5.70516
N900_RS02835,gamma-glutamylcyclotransferase,0.32831935000000007,-0.92455,2.8668,6h_ce,6h,ce,3h_SI2,3h,SI2,3.79135
N900_RS02840,ZntB,0.4454597178333333,-1.2592,4.7811,6h_co,6h,co,6h_st,6h,st,6.0403
